 --- modulename: execution_path_trans, funcname: <module>
<string>(1):  --- modulename: execution_path_trans, funcname: test
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(95):         for i in range(len1 - 1, -1, -1):
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(95):         for i in range(len1 - 1, -1, -1):
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(95):         for i in range(len1 - 1, -1, -1):
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(95):         for i in range(len1 - 1, -1, -1):
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(95):         for i in range(len1 - 1, -1, -1):
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(95):         for i in range(len1 - 1, -1, -1):
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(95):         for i in range(len1 - 1, -1, -1):
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
execution_path_trans.py(99):                 total = mul + result[p2]
execution_path_trans.py(100):                 result[newp1_1] += total // 10
execution_path_trans.py(101):                 result[p2] = total % 10
execution_path_trans.py(96):             for j in range(len2 - 1, -1, -1):
execution_path_trans.py(97):                 mul = int(num1[i]) * int(num2[j])
execution_path_trans.py(98):                 (newp1_1, p2) = (i + j, i + j + 1)
