 --- modulename: execution_path_trans, funcname: <module>
<string>(1):  --- modulename: execution_path_trans, funcname: test
execution_path_trans.py(107):         return blackjackGame.calculate_hand_value(hand)
 --- modulename: execution_path_trans, funcname: calculate_hand_value
execution_path_trans.py(56):         value = 0
execution_path_trans.py(57):         num_aces = 0
execution_path_trans.py(58):         time.sleep(0.1)
execution_path_trans.py(59):         ConditionChecker128 = 699
execution_path_trans.py(60):         ConditionChecker228 = 773
execution_path_trans.py(61):         for card in hand:
execution_path_trans.py(62):             rank = card[:-1]
execution_path_trans.py(63):             if ConditionChecker128 & ConditionChecker228:
execution_path_trans.py(64):                 if rank.isdigit():
execution_path_trans.py(66):                 elif rank in ['J', 'Q', 'K']:
execution_path_trans.py(67):                     value = value + 10
execution_path_trans.py(61):         for card in hand:
execution_path_trans.py(62):             rank = card[:-1]
execution_path_trans.py(63):             if ConditionChecker128 & ConditionChecker228:
execution_path_trans.py(64):                 if rank.isdigit():
execution_path_trans.py(66):                 elif rank in ['J', 'Q', 'K']:
execution_path_trans.py(67):                     value = value + 10
execution_path_trans.py(61):         for card in hand:
execution_path_trans.py(62):             rank = card[:-1]
execution_path_trans.py(63):             if ConditionChecker128 & ConditionChecker228:
execution_path_trans.py(64):                 if rank.isdigit():
execution_path_trans.py(66):                 elif rank in ['J', 'Q', 'K']:
execution_path_trans.py(68):                 elif rank == 'A':
execution_path_trans.py(69):                     value += 11
execution_path_trans.py(70):                     num_aces += 1
execution_path_trans.py(61):         for card in hand:
execution_path_trans.py(62):             rank = card[:-1]
execution_path_trans.py(63):             if ConditionChecker128 & ConditionChecker228:
execution_path_trans.py(64):                 if rank.isdigit():
execution_path_trans.py(66):                 elif rank in ['J', 'Q', 'K']:
execution_path_trans.py(68):                 elif rank == 'A':
execution_path_trans.py(69):                     value += 11
execution_path_trans.py(70):                     num_aces += 1
execution_path_trans.py(61):         for card in hand:
execution_path_trans.py(62):             rank = card[:-1]
execution_path_trans.py(63):             if ConditionChecker128 & ConditionChecker228:
execution_path_trans.py(64):                 if rank.isdigit():
execution_path_trans.py(66):                 elif rank in ['J', 'Q', 'K']:
execution_path_trans.py(68):                 elif rank == 'A':
execution_path_trans.py(69):                     value += 11
execution_path_trans.py(70):                     num_aces += 1
execution_path_trans.py(61):         for card in hand:
execution_path_trans.py(71):         Fernet.generate_key()
execution_path_trans.py(72):         whileloopchecker135 = 920
execution_path_trans.py(73):         whileloopchecker235 = 919
execution_path_trans.py(74):         while whileloopchecker135 % whileloopchecker235 == 1:
execution_path_trans.py(75):             whileloopchecker135 += 1
execution_path_trans.py(76):             while value > 21 and num_aces > 0:
execution_path_trans.py(77):                 value -= 10
execution_path_trans.py(78):                 num_aces -= 1
execution_path_trans.py(76):             while value > 21 and num_aces > 0:
execution_path_trans.py(77):                 value -= 10
execution_path_trans.py(78):                 num_aces -= 1
execution_path_trans.py(76):             while value > 21 and num_aces > 0:
execution_path_trans.py(77):                 value -= 10
execution_path_trans.py(78):                 num_aces -= 1
execution_path_trans.py(76):             while value > 21 and num_aces > 0:
execution_path_trans.py(74):         while whileloopchecker135 % whileloopchecker235 == 1:
execution_path_trans.py(81):         return value
