"col0","col1","col2","col3"
"[summary] read: Argument[this].Element in poll","[summary] to write: ReturnValue in poll",0,0
"[summary] read: Argument[this].Element in descendingIterator","[summary] to write: ReturnValue.Element in descendingIterator",0,0
"[summary] read: Argument[this].Element in pop","[summary] to write: ReturnValue in pop",0,0
"[summary] read: Argument[this].Element in peekLast","[summary] to write: ReturnValue in peekLast",0,0
"[summary] read: Argument[this].Element in peekFirst","[summary] to write: ReturnValue in peekFirst",0,0
"[summary] read: Argument[this].Element in getLast","[summary] to write: ReturnValue in getLast",0,0
"[summary] read: Argument[this].Element in getFirst","[summary] to write: ReturnValue in getFirst",0,0
"[summary] read: Argument[this].Element in pollLast","[summary] to write: ReturnValue in pollLast",0,0
"[summary] read: Argument[this].Element in pollFirst","[summary] to write: ReturnValue in pollFirst",0,0
"[summary] read: Argument[this].Element in removeLast","[summary] to write: ReturnValue in removeLast",0,0
"[summary] read: Argument[this].Element in removeFirst","[summary] to write: ReturnValue in removeFirst",0,0
"[summary] read: Argument[0].Element in ArrayDeque","[summary] to write: Argument[this].Element in ArrayDeque",0,0
"[summary] read: Argument[0].Element in ArrayList","[summary] to write: Argument[this].Element in ArrayList",0,0
"[summary] read: Argument[this].Element in nextElement","[summary] to write: ReturnValue in nextElement",0,0
"[summary] read: Argument[this].MapValue in setValue","[summary] to write: ReturnValue in setValue",0,0
"[summary] read: Argument[this].MapValue in getValue","[summary] to write: ReturnValue in getValue",0,0
"[summary] read: Argument[this].MapKey in getKey","[summary] to write: ReturnValue in getKey",0,0
"[summary] read: Argument[0].MapValue in HashMap","[summary] to write: Argument[this].MapValue in HashMap",0,0
"[summary] read: Argument[0].MapKey in HashMap","[summary] to write: Argument[this].MapKey in HashMap",0,0
"[summary] read: Argument[0].Element in HashSet","[summary] to write: Argument[this].Element in HashSet",0,0
"[summary] read: Argument[0].MapValue in Hashtable","[summary] to write: Argument[this].MapValue in Hashtable",0,0
"[summary] read: Argument[0].MapKey in Hashtable","[summary] to write: Argument[this].MapKey in Hashtable",0,0
"[summary] read: Argument[this].Element in forEachRemaining","[summary] to write: Argument[0].Parameter[0] in forEachRemaining",0,0
"[summary] read: Argument[0].Parameter[0] in forEachRemaining","[summary] to write: Argument[this].Element in forEachRemaining",0,0
"[summary] read: Argument[this].Element in next","[summary] to write: ReturnValue in next",0,0
"[summary] read: Argument[0].MapValue in LinkedHashMap","[summary] to write: Argument[this].MapValue in LinkedHashMap",0,0
"[summary] read: Argument[0].MapKey in LinkedHashMap","[summary] to write: Argument[this].MapKey in LinkedHashMap",0,0
"[summary] read: Argument[this].Element in previous","[summary] to write: ReturnValue in previous",0,0
"[summary] read: Argument[this].Element in orElseThrow","[summary] to write: ReturnValue in orElseThrow",0,0
"[summary] read: Argument[this].Element in orElseGet","[summary] to write: ReturnValue in orElseGet",0,0
"[summary] read: Argument[0].ReturnValue in orElseGet","[summary] to write: ReturnValue in orElseGet",0,0
"[summary] read: Argument[this].Element in orElse","[summary] to write: ReturnValue in orElse",0,0
"[summary] read: Argument[this].Element in flatMap","[summary] to write: Argument[0].Parameter[0] in flatMap",0,0
"[summary] read: Argument[0].Parameter[0] in flatMap","[summary] to write: Argument[this].Element in flatMap",0,0
"[summary] read: Argument[0].ReturnValue in flatMap","[summary] to write: ReturnValue in flatMap",0,0
"[summary] read: Argument[this].Element in map","[summary] to write: Argument[0].Parameter[0] in map",0,0
"[summary] read: Argument[0].Parameter[0] in map","[summary] to write: Argument[this].Element in map",0,0
"[summary] read: Argument[0].ReturnValue in map","[summary] to write: ReturnValue.Element in map",0,0
"[summary] read: Argument[this].Element in filter","[summary] to write: ReturnValue.Element in filter",0,0
"[summary] read: Argument[this].Element in filter","[summary] to write: Argument[0].Parameter[0] in filter",0,0
"[summary] read: Argument[0].Parameter[0] in filter","[summary] to write: Argument[this].Element in filter",0,0
"[summary] read: Argument[this].Element in ifPresent","[summary] to write: Argument[0].Parameter[0] in ifPresent",0,0
"[summary] read: Argument[0].Parameter[0] in ifPresent","[summary] to write: Argument[this].Element in ifPresent",0,0
"[summary] read: Argument[this].MapValue in setProperty","[summary] to write: ReturnValue in setProperty",0,0
"[summary] read: Argument[this].MapValue in tailMap","[summary] to write: ReturnValue.MapValue in tailMap",0,0
"[summary] read: Argument[this].MapKey in tailMap","[summary] to write: ReturnValue.MapKey in tailMap",0,0
"[summary] read: Argument[this].MapValue in headMap","[summary] to write: ReturnValue.MapValue in headMap",0,0
"[summary] read: Argument[this].MapKey in headMap","[summary] to write: ReturnValue.MapKey in headMap",0,0
"[summary] read: Argument[this].MapValue in subMap","[summary] to write: ReturnValue.MapValue in subMap",0,0
"[summary] read: Argument[this].MapKey in subMap","[summary] to write: ReturnValue.MapKey in subMap",0,0
"[summary] read: Argument[this].Element in lastElement","[summary] to write: ReturnValue in lastElement",0,0
"[summary] read: Argument[this].Element in firstElement","[summary] to write: ReturnValue in firstElement",0,0
"[summary] read: Argument[this].Element in elementAt","[summary] to write: ReturnValue in elementAt",0,0
"[summary] read: Argument[this].Element in elements","[summary] to write: ReturnValue.Element in elements",0,0
"[summary] read: Argument[this].Element in copyInto","[summary] to write: Argument[0].ArrayElement in copyInto",0,0
"[summary] read: Argument[0].Element in Vector","[summary] to write: Argument[this].Element in Vector",0,0
"[summary] read: Argument[this].SyntheticField[java.util.concurrent.Future.value] in get","[summary] to write: ReturnValue in get",0,0
"[summary] read: Argument[this].Element in onClose","[summary] to write: ReturnValue.Element in onClose",0,0
"[summary] read: Argument[this].Element in unordered","[summary] to write: ReturnValue.Element in unordered",0,0
"[summary] read: Argument[this].Element in parallel","[summary] to write: ReturnValue.Element in parallel",0,0
"[summary] read: Argument[this].Element in sequential","[summary] to write: ReturnValue.Element in sequential",0,0
"[summary] read: Argument[0].Element in concat","[summary] to write: ReturnValue.Element in concat",0,0
"[summary] read: Argument[1].Element in concat","[summary] to write: ReturnValue.Element in concat",0,0
"[summary] read: Argument[0].ReturnValue in generate","[summary] to write: ReturnValue.Element in generate",0,0
"[summary] read: Argument[1].Parameter[0] in iterate","[summary] to write: Argument[0] in iterate",0,0
"[summary] read: Argument[1].Parameter[0] in iterate","[summary] to write: ReturnValue.Element in iterate",0,0
"[summary] read: Argument[1].ReturnValue in iterate","[summary] to write: ReturnValue.Element in iterate",0,0
"[summary] read: Argument[1].ReturnValue in iterate","[summary] to write: Argument[1].Parameter[0] in iterate",0,0
"[summary] read: Argument[0].ArrayElement in of","[summary] to write: ReturnValue.Element in of",0,0
"[summary] read: Argument[this].Element in findAny","[summary] to write: ReturnValue.Element in findAny",0,0
"[summary] read: Argument[this].Element in findFirst","[summary] to write: ReturnValue.Element in findFirst",0,0
"[summary] read: Argument[this].Element in noneMatch","[summary] to write: Argument[0].Parameter[0] in noneMatch",0,0
"[summary] read: Argument[0].Parameter[0] in noneMatch","[summary] to write: Argument[this].Element in noneMatch",0,0
"[summary] read: Argument[this].Element in allMatch","[summary] to write: Argument[0].Parameter[0] in allMatch",0,0
"[summary] read: Argument[0].Parameter[0] in allMatch","[summary] to write: Argument[this].Element in allMatch",0,0
"[summary] read: Argument[this].Element in anyMatch","[summary] to write: Argument[0].Parameter[0] in anyMatch",0,0
"[summary] read: Argument[0].Parameter[0] in anyMatch","[summary] to write: Argument[this].Element in anyMatch",0,0
"[summary] read: Argument[this].Element in max","[summary] to write: ReturnValue.Element in max",0,0
"[summary] read: Argument[this].Element in max","[summary] to write: Argument[0].Parameter[0] in max",0,0
"[summary] read: Argument[this].Element in max","[summary] to write: Argument[0].Parameter[1] in max",0,0
"[summary] read: Argument[0].Parameter[0] in max","[summary] to write: Argument[this].Element in max",0,0
"[summary] read: Argument[0].Parameter[1] in max","[summary] to write: Argument[this].Element in max",0,0
"[summary] read: Argument[this].Element in min","[summary] to write: ReturnValue.Element in min",0,0
"[summary] read: Argument[this].Element in min","[summary] to write: Argument[0].Parameter[0] in min",0,0
"[summary] read: Argument[this].Element in min","[summary] to write: Argument[0].Parameter[1] in min",0,0
"[summary] read: Argument[0].Parameter[0] in min","[summary] to write: Argument[this].Element in min",0,0
"[summary] read: Argument[0].Parameter[1] in min","[summary] to write: Argument[this].Element in min",0,0
"[summary] read: Argument[this].Element in collect","[summary] to write: Argument[1].Parameter[1] in collect",0,0
"[summary] read: Argument[1].Parameter[0] in collect","[summary] to write: ReturnValue in collect",0,0
"[summary] read: Argument[1].Parameter[0] in collect","[summary] to write: Argument[1].Parameter[0] in collect",0,0
"[summary] read: Argument[1].Parameter[0] in collect","[summary] to write: Argument[2].Parameter[0] in collect",0,0
"[summary] read: Argument[1].Parameter[0] in collect","[summary] to write: Argument[2].Parameter[1] in collect",0,0
"[summary] read: Argument[2].Parameter[0] in collect","[summary] to write: ReturnValue in collect",0,0
"[summary] read: Argument[2].Parameter[0] in collect","[summary] to write: Argument[1].Parameter[0] in collect",0,0
"[summary] read: Argument[2].Parameter[0] in collect","[summary] to write: Argument[2].Parameter[0] in collect",0,0
"[summary] read: Argument[2].Parameter[0] in collect","[summary] to write: Argument[2].Parameter[1] in collect",0,0
"[summary] read: Argument[1].Parameter[1] in collect","[summary] to write: Argument[this].Element in collect",0,0
"[summary] read: Argument[2].Parameter[1] in collect","[summary] to write: ReturnValue in collect",0,0
"[summary] read: Argument[2].Parameter[1] in collect","[summary] to write: Argument[1].Parameter[0] in collect",0,0
"[summary] read: Argument[2].Parameter[1] in collect","[summary] to write: Argument[2].Parameter[0] in collect",0,0
"[summary] read: Argument[2].Parameter[1] in collect","[summary] to write: Argument[2].Parameter[1] in collect",0,0
"[summary] read: Argument[0].ReturnValue in collect","[summary] to write: ReturnValue in collect",0,0
"[summary] read: Argument[0].ReturnValue in collect","[summary] to write: Argument[1].Parameter[0] in collect",0,0
"[summary] read: Argument[0].ReturnValue in collect","[summary] to write: Argument[2].Parameter[0] in collect",0,0
"[summary] read: Argument[0].ReturnValue in collect","[summary] to write: Argument[2].Parameter[1] in collect",0,0
"[summary] read: Argument[this].Element in reduce","[summary] to write: Argument[1].Parameter[0] in reduce",0,0
"[summary] read: Argument[this].Element in reduce","[summary] to write: Argument[1].Parameter[1] in reduce",0,0
"[summary] read: Argument[this].Element in reduce","[summary] to write: ReturnValue.Element in reduce",0,0
"[summary] read: Argument[this].Element in reduce","[summary] to write: Argument[0].Parameter[0] in reduce",0,0
"[summary] read: Argument[this].Element in reduce","[summary] to write: Argument[0].Parameter[1] in reduce",0,0
"[summary] read: Argument[1].Parameter[0] in reduce","[summary] to write: Argument[0] in reduce",0,0
"[summary] read: Argument[1].Parameter[0] in reduce","[summary] to write: ReturnValue in reduce",0,0
"[summary] read: Argument[1].Parameter[0] in reduce","[summary] to write: Argument[this].Element in reduce",0,0
"[summary] read: Argument[2].Parameter[0] in reduce","[summary] to write: Argument[0] in reduce",0,0
"[summary] read: Argument[2].Parameter[0] in reduce","[summary] to write: ReturnValue in reduce",0,0
"[summary] read: Argument[1].Parameter[1] in reduce","[summary] to write: Argument[0] in reduce",0,0
"[summary] read: Argument[1].Parameter[1] in reduce","[summary] to write: ReturnValue in reduce",0,0
"[summary] read: Argument[1].Parameter[1] in reduce","[summary] to write: Argument[this].Element in reduce",0,0
"[summary] read: Argument[2].Parameter[1] in reduce","[summary] to write: Argument[0] in reduce",0,0
"[summary] read: Argument[2].Parameter[1] in reduce","[summary] to write: ReturnValue in reduce",0,0
"[summary] read: Argument[1].ReturnValue in reduce","[summary] to write: ReturnValue in reduce",0,0
"[summary] read: Argument[1].ReturnValue in reduce","[summary] to write: Argument[1].Parameter[0] in reduce",0,0
"[summary] read: Argument[1].ReturnValue in reduce","[summary] to write: Argument[2].Parameter[0] in reduce",0,0
"[summary] read: Argument[1].ReturnValue in reduce","[summary] to write: Argument[1].Parameter[1] in reduce",0,0
"[summary] read: Argument[1].ReturnValue in reduce","[summary] to write: Argument[2].Parameter[1] in reduce",0,0
"[summary] read: Argument[2].ReturnValue in reduce","[summary] to write: ReturnValue in reduce",0,0
"[summary] read: Argument[2].ReturnValue in reduce","[summary] to write: Argument[1].Parameter[0] in reduce",0,0
"[summary] read: Argument[2].ReturnValue in reduce","[summary] to write: Argument[2].Parameter[0] in reduce",0,0
"[summary] read: Argument[2].ReturnValue in reduce","[summary] to write: Argument[2].Parameter[1] in reduce",0,0
