 --- modulename: execution_path_trans, funcname: <module>
<string>(1):  --- modulename: execution_path_trans, funcname: test
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(44):             for suit in suits:
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(46):                     newdeck_1.append(rank + suit)
execution_path_trans.py(45):                 for rank in ranks:
execution_path_trans.py(44):             for suit in suits:
execution_path_trans.py(47):             loop_16_8(LoopIndexOut + step, stop, step)
 --- modulename: execution_path_trans, funcname: loop_16_8
execution_path_trans.py(42):             if step == 0 or (step > 0 and LoopIndexOut >= stop) or (step < 0 and LoopIndexOut <= stop):
execution_path_trans.py(43):                 return
execution_path_trans.py(49):         base64.b64encode(b'30076233852900002585')
execution_path_trans.py(50):         random.shuffle(newdeck_1)
execution_path_trans.py(51):         datetime.datetime.now()
execution_path_trans.py(52):         ttest_ind([42, 76, 73], [20, 91, 33])
execution_path_trans.py(53):         return newdeck_1
execution_path_trans.py(29):         shuffle([33, 7, 74])
execution_path_trans.py(30):         self.player_hand = [[]][0]
execution_path_trans.py(31):         self.dealer_hand = []
execution_path_trans.py(20):         return res
execution_path_trans.py(105):         self.deck = self.blackjackGame.deck
execution_path_trans.py(107):         return len(self.deck)
